Review Number,Review Text,Label
826,Easy to work with Home Flood Prevention. Thank you![[ASIN:B00035I4TQ WaterCop Wireless Flood Sensor  2 Probes (WH200)]],Product Quality
839,excellent experience and nice work bench!,Customer Service
275,Didn't stick that well  but matched the theme and had enough to give them a couple of tries.,Usability
352,I bought it for myself because I could no longer find good products locally and was happy to see that Amazon carried some. Now several other family members have tried it and like it very much,Product Quality
941,I bought them because I have a tree business. I can still hear the chainsaws ect. They also don't fit me well either.,Usability
80,Exactly as described. The sleeves have helped to 'tidy up' by work space. Thanks!,Product Quality
742,The material quality is less durable that I was expecting based on Jansport backpacks purchased in the past.  BUT the color and print are amazing. I would purchase it again keeping in mind you get what you pay for as far as fabric quality.  The size is perfect for my 2nd grader  not too big not too small.,Usability
456,Works fine  but came out of the box dented in several places. It is pretty quiet  gets nice and cold  the door seals well  and there is lots of room inside. It is a great choice for putting under your desk at work. Just don't expect it to be pretty.,Product Quality
519,I expected the water flow to be back to normal since the previous filter needed replacing and I had experienced a greater flow in the past when replacing a filter  but it did not increase at all (in fact might be more restrictive than the old filter that was overdue to be changed).,Product Quality
753,It is not a overly well built flashlight. Its draw for me was that it is LED  cheap and large enough to put super capacitors  and a charging port. Plus I have a 6V battery to use for something else!  Not thrilled with the quality of the off/on switch.  So far it has worked if wiggled but I may have to change it out if I depend on this flashlight.<br /><br />http://www.instructables.com/id/The-EXTREMELY-EASY-VERSION-of-the-Super-Capacitor-/step2/The-Circuit/,Price
42,Did not help my problem.,Usability
9,It works well~~~,Product Quality
922,Good tool,Product Quality
391,The product worked great! I felt alot of energy from this product during my workout  but towards the end I started to get a headache. Then after taking it a couple more times I just got a headache 20-30 minutes after taking it. Not sure what caused but had to give the product to a friend.,Product Quality
803,Quick delivery. Product is as advertised.,Shipping
382,My wife swears by these little pills.  She takes one of these along with a Cal-Mag gelcap at bedtime  and sleeps like a baby.,Product Quality
22,Good product  but took a week to receive.,Shipping
827,Works great !!!,Usability
633,Very comfortable  bought it to use out on our deck when it's nice in the summer time  inflates in 2 minutes  super easy to use!,Usability
879,This is a truly excellent router.  I bought it used through Amazon.  I'm knocking it one star because the Amazon shipper did an awful job of packing this item.  Systainer handle was detached  T Lock detached   systainer lay out picture shredded  internal  moulded foam padding broken. (This may sound picky  but working systainer boxes make organizing and transporting tools much easier.)  The router however is top notch.  Dust collection is superior to all other routers I have (and I have many).  Handling is also excellent   this machine is heavy but its weight seems to improve control.  Very powerful  just as a test I installed a 3.25&#34; raised panel profile bit  no problem with control and produced an smooth edge.  Also the plunge lock feature allows for fast precision adjustments to depth.  If you use a router often and can handle the cost  this one's a good choice.  The accessory kit is also costly but almost a necessity.,Shipping
741,Kids are having a blast.  It does feel a bit on the heavier side after wearing shoes though.  The braking is not quite what I expected.  Kids took a very long time to figure out how to stop (even after reading instructions  it doesn't quite work as they wrote)<br /><br />I would have preferred no color / neutral colors for the lower price.  The pink color feels like terribly awkward even for my girls.,Usability
710,Price was great and fit was very good.,Price
746,Great snorkeling gear very well made and fits all sizes!,Product Quality
412,Did the job but didn't match the original gray wheels.,Product Quality
777,Our summer camp in the Catskills was made brighter by Sun King. Thanks.,Product Quality
365,Good product but a little difficult to fill.,Usability
555,good product,Product Quality
878,Super bummed.  Bought this for my 4 year old daughter and it never worked.  We tried multiple batteries so not sure what the problem was?  Haven't returned because we tore up the package trying to get it open and didn't want to have to pay for return shipping when it only cost $10.  Wouldn't buy again.,Product Quality
815,Many thanks for this fine product. Works as advertised.,Product Quality
473,I love this machine! and the matching dryer too!<br /><br />Ok to set the record straight. About 4 years ago I fell for the &#34;all about being green front loader&#34;.  I bought an LG Front loader...It has been one of the most miserable 4 years of doing laundry imaginable. I would have never expected such an absolute nightmare. My laundry room has been stacked sky high with clothes that stink so bad that I would have to re-wash them four or five times until they were even wearable. I tried everything  I called the manufacture and begged for guidance! After multiple washings  I would resort to filling the bathtub and soaking all of the dark clothes. I even turned to using bleach - which I haven't used in decades. I couldn't take it anymore. I bought the Speed Queen AYN412 and the matching Dryer. I couldn't be happier with my new SPEED QUEEN I LOVE IT!. I would highly recommend this product.<br /><br />I received my new Speed Queen Washer and Dryer four days ago. It is fantastic! Yes... It looks and acts old-school. (It is true that my neighbor did kind of snicker when she saw it and even more when I told her how happy I was about my new Washer and Dryer) But I love this washer and dryer set. The clothes come out clean smelling and the towels are so fluffy! They look and feel like they have been actually washed. I know right? Imagine that! The clothes come out of the dryer warm and mostly wrinkle free. I can put in as many clothes in this machine as my old LG Front loader with no problem.  I have washed 16 loads of wash in 4 days. I have washed everything from white towels to washable delicate silk and even pantyhose.... Every load - Perfect every time! AND you might want to sit down for this... It takes 50 minutes to wash AND dry a load of laundry. Yep this working mom is very happy about that.  GOODBYE crappy - beat the heck out of the my clothes LG Front loader... Goodbye Forever - we are never never ever getting back together..... P.S. ... As far as the water savings... are you kidding? one load being washed five times only to be sent to a full bathtub doesn't look like any kind of savings to me.vings... are you kidding? one load being washed five times only to be sent to a full bathtub doesn't look like any kind of savings to me.,Usability
897,Ehh. It's built cheap  but it works. It's also not as pictured. There's no loupe; it only has 4 interchangeable main lenses. I don't expect this to last a long time  but for only 8 bucks it's sure not worth worrying about or returning.,Product Quality
223,Another great product for my preventative cancer regimine,Usability
290,Did not work gave diarrhea!,Product Quality
965,nothing to really say about this tool it does the job,Product Quality
655,good,Product Quality
762,I took this towel on a camping road trip  so I really needed it to perform. Did it ever! So quick drying  and so absorbent! It even towel-dries my long hair  which is something no other towel can do. My only issue was that the snap for the hanging loop came apart and fell off the towel after only one day. This loop should be sewn on to prevent this from happening. That being said  I love this towel anyway and would totally buy again.,Product Quality
262,I ordered thieves blend to help with my teeth.  I went to the dentist and of they want to pull some teeth and put implants in my mouth   I am determined to heal this problem with chemicals and surgery.  The thieves is taking the pain out as soon as I apply it and now in time I believe the nerves will heal themselves and balance will be restored!,Usability
465,Quiet  but does not seem like 1000 watt power.,Product Quality
111,I use this all the time now.  Works great  battery lasts a long time  great sound.,Product Quality
861,Excellent product unless you exceed the operating temperatures  which are ridiculously low. I tried to run this in Tucson during the summer months in 105F. The housing  being black  soaked up the sun and heated up to at least 135-140F  which rendered the laser completely inoperative (zero light emitted). Do not use this accessory for high-temperature environments as it just won't work!<br /><br />*UPDATE TO 1 STAR (NOV15)* In cold weather  this light continues to fail. The lights intermittently turn off during shooting sessions. I would not recommend this light for tactical/life and death situations.,Usability
61,Our family loves to go bike riding but i get bored after a while. I got a free trial of these Taco speakers and took them along one time when i rode for a while. Put on my favorite jam and jammed out to the amazing music.,Usability
390,plugged up sprayer and couldn't really get it where it was needed.  Grasshoppers don't mind it at all.,Usability
994,I use this for sorting electronics  parts  tools  motors  and 3D printer parts.  They are super useful and I keep coming back for more to keep my materials for prototyping organized.<br /><br />You can even 3D Print custom inserts for the cases if you need special sized compartments of have a specific thing you want to store!,Usability
56,Bought these headphones a week ago and I love them. These are the most comfortable headphones I've ever owned. Feels so comfortable even listening for many hours. I own a pair of Audio Technica M50x and these for me are much better. They are much more open and a pleasure to listen to any music. I listen to music mostly on my iPad and have a subscription to Tidal premium musi service right now. The clarity of the music is amazing. These headphones also are a great bargain at $108.99 on Amazon. I'm very happy with my purchase.,Usability
348,Very soluable. Seems fine. Who knows?,Product Quality
961,ok,Usability
885,Not bad but struggles with wheel nuts if they have been over tightened. Unit is quite heavy too. Overall a nice addition to my tool kit but if i was using every day i would prefer more power for wheel nuts.,Product Quality
964,Just as I like; brief and straight to the point!,Customer Service
409,It works as advertised  but has poor insulation in the top. Like the 3rd shelf  it comes in handy for small/short items.,Product Quality
36,Works great in Charlotte  NC. Received all the major networks crystal clear. Highly recommend :),Usability
554,Bever worked! Tried replacement twice and still did not do the trick! Beware of this product!,Usability
174,after a lightening strike wiped out my old receiver along with my music streaming devices (Grace and Roku) I was looking for an all in one 2 channel receiver that would stream internet radio  play Pandora type services and stream from my 400GB music database.  After researching on line  I bought this unit.<br /><br />It arrived today.  Set up was easy. It took longer un untangle the rats nest of old wires than to set up the new unit.  I connected my wired network and started to play around.  The sound quality is excellent!  The choices of inputs are excellent as well.  The one great shortcoming is the display panel.  I cannot understand why Yamaha would put 1980's technology into this otherwise modern  high quality system.  It has a one line 13 character dot matrix display for alpha numeric messages  such as track name  station id etc.  beyond me why they cut this corner.<br /><br />What saves the day is the app.  Yamaha NP Controller allows you to pretty much do everything from your android or iOS device.  The app is smooth  fast and intuitive.  Ps: do not download the Yamaha AV Controller App as it does not apply to this unit.,Product Quality
15,Love this small speaker with loud volume  great for the beach,Product Quality
720,So cute on my retro bike!,Aesthetic Appeal
241,At 55  I've used all the different razors out there. Three  four and five blades  electric  electric you can use in the shower with a &#34;goo&#34; dispenser  and disposable. Even some disposables from other countries. I decided to try the old school safety razor  and I gotta tell you  its pretty darn good. Requires a little more caution  with nice  sharp &#34;Feather&#34;-brand blades  but its a great shave. This Weishi fits nice in my hand  good balance  and just the right weight. Cleaning is so much better than with the multi-blades. Nothing gets stuck between blades  and you can open it up and really wash out the inside. I guess that sometimes old is new  and tried and true is better than newfangled. I'll probably keep the Harry's for traveling  but this is the new standard in my bathroom.,Product Quality
266,Loving the efficient and simple aromatherapy device. My office is over a restaurant and it helps to keep the atmosphere clear of cooking odors!,Product Quality
574,For the price  this is a great little fridge for your office or dorm room. It does hold a 6pack and also can be used in the car and hot or cold settings The hot would only keep a dish warm not warm it up.,Price
835,Just be careful when buying them as some vendors advertise box of 12 but only ship one  Ask first before ordering.<br /><br />Remember one thing about less than 180 degree vision: anything you see wearing safety or any other glass's is that anything you see is either a threat or an opportunity  Other products that block side vision are for my world 'dangerous' .<br /><br />180 degree vision is important.  Looking cool is not why I buy them  Any time I am out mowing changing the shape of something these are what I wear to protect my eyes from the bright sun light.<br /><br />Unfortunately I learned too late how important that protection is.<br />Never go outside without them is the new rule.<br />These are so light  you know they are there but hardly feel them<br /><br />These allow almost no unfiltered light  getting to your eyes.,Usability
828,These worked very well for my hardwood floor project. they are comfortable and stay in place. Wore them with both long and short pants.,Product Quality
533,fan can run loud. But man... It's nice  does its job and was very easy to install.,Product Quality
430,I've had this product for one year and it's has already stopped working.  I purchased the 3-year Smart Guard protection on it which at first  attempted to find someone to come repair the issue  but instead they are just sending me an entire new wine cooler.  So  I would highly recommend purchasing the protection plan  just in case!,Product Quality
98,I was unable to use them because they hurt my ears I used them for a total 30 min. and my ears felt like they were bruised.,Product Quality
446,Note that this only chills to a low of 51 degrees. I probably would have bought another model had I realized this as I like my white wine in the mid-40s. However it does function well  is a very nice looking refrigerator  and I don't find it to be too loud like some other reviewers (maybe that depends on the surface on where it sits.) Also note that it only fits slim bottles of wine - anything that is a bit larger in circumference on the bottom only fits in a few of the spaces.,Usability
47,Hard to beat the price. They all seem to work the same and be the same quality  why pay more?,Price
627,When I first bought these I was worried about the 1 star rating a saying that the pedals started creaking when relatively new. I bought them anyway and am glad that I did. After about 100 of road use one of the pedals did start to creak. All I had to do to fix it we take the axles out and make sure that the bearings were adjusted properly and repacked them with grease. I love these pedals. The only reason I didn't give them 5 stars was that I had to fiddle with them when they were basically new.,Product Quality
27,Great Energy Level VI travel charger! Very compact and fast charging. It is the most convenient product I never seen before ! I like it. I am very happy with this seller . Order packed very well and ship fast .Great energy level VI slimmest travel charger . Courteous service !,Usability
759,worked great  love not having to carry fuel canisters. Tested it at home  boiled a cup of water in under 4min. It did take considerably longer to boil water while backpacking (5500'+ elevation) mostly the problem was the breeze though since in the morning (no breeze)it heated up water quite quickly. My 24oz stanley cup barely fit with the pot holder flipped in so I've made a small bracket to hold it. I've also made a windshield from a lightweight aluminum baking sheet so we'll see if that helps. Overall though very happy with this.,Usability
28,Great space saving solution for consolidating all your DVDs!,Product Quality
315,OMG! The best lube out on the market! I bought this after reading reviews on other sites. I thought what the heck  if so many people are raving  we should give it a try. My man was a bit reluctant because ALL of the other flavored lube in our drawer tasted like metal and leave a funky after taste and feel sticky (total turn-off OUCH). After trying the Wicked brand - WE'RE SOLD! Not only is it tasty and non sticky  it wipes off easily  no artificial ingredients  and it lasts a long time. The bottle is sleek and discreet  and completely changed our view on flavored lube. It's so good that he threw our other lubes away. Do yourself a flavor (hee hee) and try the pom favor. It's so good I'm tempted to try it over ice cream!,Product Quality
842,Amazing product<br />Make sure you don't get it on your finger LOL,Product Quality
416,cheap knock-off. dont waste your time,Product Quality
295,Haven't had a chance to use this Grabber very much; but so far  it has lived up to it's reputation.<br />My previous grabber (of 20+ years) did not rotate so I'm looking forward to using this new option.<br />I like the fact that it firmly grabs small items from tall areas.,Product Quality
617,I have these on my anchor lines just in case I have to toss the anchor to chase down that giant catfish that is spooling my reel.,Usability
665,This item is awesome. It holds temp very well if you plan on traveling with it for a long period of time.<br /><br />Overall;<br />Design is awesome.<br />Handle is tight around the body (if you have big hands/knuckles touch/rub body while holding) Not a problem though.<br />Keeps temperature very very good.<br />Quick rinse and easy to put a sink brush to do minor scrubbing.<br />Wide spout for easy fill/pour<br />Able to unlock lid and pour with one hand. (May takes a couple attempts to get this technique down)<br />Lid locks very good/tight<br />Durable build<br />Government label is on the bottom. (See local growler fill rules/state laws)<br />NO COMPLAINTS ABOUT THIS GROWLER!!!<br /><br />Quick test Note: May not be 100% accurate but just to give anyone reading an idea.<br />I poured (5) 12oz beers and left growler out for a few hours at room temp not exposed to direct sunlight while I drank from it. Drink stayed as cold as when I first poured. I did leave some of the left over beer overnight to see how it held up in the growler and the only downside was that next morning I noticed the beer did start to go flat. I understand this would happen and I just wanted to see how it would hold up. Noting surprising but I personally would recommend no longer then 24 hours in a pinch but most probably drink five beers in that time anyways. After that beer starts to go flat. Recommended average time for a growler is max 36 hours.<br />This growler is highly recommend as it is easy to hold when filled  easy to pour  not designed to drink directly from the spout but you can.,Product Quality
568,TRIED TO SAVE $20  ENDED UP WITH A WATER LEAK & DAMAGE TO MY FINISHED BASEMENT CEILING.  NOW I HAVE TO DO DRI WALL REPAIR....  DO NOT BUY THIS !!!!,Price
541,Unfortunately  the product does not meet my expectation. They were extremely too small for my stove. Model no. SF302EEW. Is it possible to return the item? I will have to reorder the kit with the 4 or 5 knots.,Product Quality
245,I cannot believe that after trying for over one whole year to get rid of a wart on my hand  Bazuka Extra Strength did it in one week  I am just flabbergasted! This wart was so persistent and with only 3 treatments (1 every other day for a week) it's gone completely!  I would definitely recommend this product to anyone who wants to clear up warts and/or verrucas quickly!,Usability
189,Great batteries   highly recommend them.,Product Quality
660,It is great.  Just perfect for home use.,Usability
113,As Advertised,Usability
834,Works as expected. Some times the locking screw backs off and the adaptor comes off with the pole.,Usability
745,Love my new Fitbit wrisband.,Usability
424,After watching a video on YouTube  I took the dryer apart and blew it out with an air compressor and now it runs like new.,Product Quality
508,Love them  but very expensive...,Price
40,Best price and fast shipping. Great speaker. Very portable - nice to carry around. Try it - You'll like it!!,Shipping
545,As advertised.,Usability
612,Thanks excellent Seles man,Product Quality
609,I am so glad I bought this lifter over the other. The red grip on the top and handle are great. This holds the lid very sturdy when lifting. Seems to be a very solid construction.,Usability
900,Worth the cost to use with the Dewalt Right angle Attachment.,Product Quality
5,The quality on these speakers is insanely good and doesn't sound muddy when adjusting bass. Very happy with these.,Product Quality
256,The protein powder is tasty with no chalky aftertaste. Mix it with almond milk and the flavor is purely delightful.<br />The price is better than most vitamin and nutrition shops. Easy ship and quick to deliver for those without PRIME.<br />The berry flavor truly tastes like it is a bunch of berries mixing up the flow.<br />Try it out and decide for yourself.,Usability
570,FIRE HAZARD - AVOID!!!!!<br />The knobs created two fires in our house already  in the two months we have used the stove.<br />Anyone walking by can accidentally brush against the knob with barely any pressure and accidentally turn on the stove.<br />Once a shoebox sitting on the stove caught on fire  the second time it was a wooden cutting board.<br />This stove should be recalled.  When I complained to our local Samsung appliance technician  he told me that Samsung has had 100's or 1 000's of complaints about this  but that Samsung is actually waiting for people to die before they care to do anything about this.<br />When I called Samsung's corporate &#34;Executive Relations&#34; office I spent over half an hour on hold  then an hour with a true idiot who provided zero assistance.  Their customer service is useless.<br />I WILL NEVER BUY ANOTHER SAMSUNG PRODUCT AGAIN.,Product Quality
324,Good price :),Price
26,Excellent sound. Good price. Ear pads are less expensive and non-breathable plastic and not very durable and they're somewhat uncomfortable when wearing over 1/2 hour at a sitting.<br /><br />These Sony headphones are comfortable and will last longer  but I think the sound of the monoprice headphones is slightly better. As grandpa said  &#34;You pays your money and you takes your choice.&#34;*  [[ASIN:B000092YPR Sony MDR-V150 Monitor Series Headphones]]<br /><br />1846 Punch  &#34;The Ministerial Crisis&#34;<br />1884 Huckleberry Finn (Mark Twain)<br /><br />*Thanks to the New York Times<br />ON LANGUAGE; You Pays Yer Money<br />By WILLIAM SAFIRE<br />Published: February 28  1988,Product Quality
569,worked perfect at my maytag,Usability
141,Great product.,Usability
680,Great product and easy to install.  Purchased for our son who started working beach lifeguard this summer and needed a bike to get around the boardwalk/ocean front.  Rack can be stored easily when not in use and can be installed in minutes.  I needed another rack to carry my bike and my wife's bike (our son is constantly using his) and went right back to Saris and purchased another!,Product Quality
832,Great price swift service,Price
187,No problems with using for its intended use.,Usability
809,Excellent,Product Quality
989,One of the very best tools for proper AR Upper assembly work.  Don't build an AR without one.,Product Quality
162,this is worst  I test it when i got it since it arrived very very late..I charge it up within the 4 hours of charge time and tested it  it ok and then the next day it just malfunction/stop working till now..so this is just a garbage..,Product Quality
290,Did not work gave diarrhea!,Usability
169,Fell apart,Product Quality
827,Works great !!!,Usability
495,Same as everyone else  NEVER buy Samsung major kitchen appliances. I spent over $5K a little over 5 yrs ago. Dishwasher died in 18m and had to be fully replaced  Bosch working great since the. Refrigerator ice maker died at 2yrs  replaced and 2nd one just died at 3yrs old last month. Now SMH9187 microwave  that worked okay at least for 5 yrs in very light use  just died with broken door latch (like dozens of others hit). Fixed it per YouTube video by drilling new hole in plastic door latch and moving spring. That worked fine but in middle of night 2 days before that  microwave beeped in middle of the night on its own  then had E-13 on the display.   Reset it and now getting either the dreaded SE error or worse  it literally in under 5 minutes suddenly turns on by ITSELF showing something about cooking a potato! Now after seeing hundreds of similar complaints including that microwave caused at least a couple fires I'm now scared to leave it plugged in when not home  especially since I have 3 pets. Going to replace with nice GE new one. Last GE microwave lasted over 12yrs!  Also had 2 Samsung LCD TV's  1 BluRay and 1 DVD player all die in under 2yrs too.  NEVER  EVER GOING TO BUY ANYTHING FROM SAMSUNG AGAIN!!!  Shame on them for fooling me more than once but beyond shame on them for their utter lack of safety and concern for their customers!,Product Quality
24,great product  great service.,Product Quality
82,They work,Product Quality
235,Love this stuff. Been using it for seven years now,Product Quality
525,If you're looking for a great cooler  this one might be the answer.,Product Quality
544,Looks okay  but old one was good so this was not used.,Usability
823,Works better than expected!,Usability
168,This thing kicks buttttt!,Product Quality
456,Works fine  but came out of the box dented in several places. It is pretty quiet  gets nice and cold  the door seals well  and there is lots of room inside. It is a great choice for putting under your desk at work. Just don't expect it to be pretty.,Product Quality
297,This is a Great source of antioxidants and a good supplement to help with the urinary tract infections. I use it everyday and im getting good results  its effective and inexpensive  totally recommended!,Usability
356,I have pretty severe Sjogren's Syndrome (dry eyes  nose  and mouth)  and I have tried EVERYTHING.... It also doesn't help that I live in MI where the winter climates are cold & extremely dry. Every other product I have so far tried  either doesn't work at all or if it works  it only helps for about 5-10 minutes and then I have to re-apply. This product isn't a miracle  but out of everything I've tried  it seems to work the best. I especially have trouble wearing my contacts because my eyes are so dry  and this helps prolong my wear time (not by much  but I can at least sit through a movie now). Although a strange feeling that goes against every natural human reaction  I spray this onto open eyes. The directions say that it isn't necessary and that the product will still work if you close your eyes  but it lasts longer for me if I spray onto open eyes. I will definitely re-purchase this. And while this can easily fit in your purse  I do wish they'd make an even smaller one (like pocket size).,Usability
473,I love this machine! and the matching dryer too!<br /><br />Ok to set the record straight. About 4 years ago I fell for the &#34;all about being green front loader&#34;.  I bought an LG Front loader...It has been one of the most miserable 4 years of doing laundry imaginable. I would have never expected such an absolute nightmare. My laundry room has been stacked sky high with clothes that stink so bad that I would have to re-wash them four or five times until they were even wearable. I tried everything  I called the manufacture and begged for guidance! After multiple washings  I would resort to filling the bathtub and soaking all of the dark clothes. I even turned to using bleach - which I haven't used in decades. I couldn't take it anymore. I bought the Speed Queen AYN412 and the matching Dryer. I couldn't be happier with my new SPEED QUEEN I LOVE IT!. I would highly recommend this product.<br /><br />I received my new Speed Queen Washer and Dryer four days ago. It is fantastic! Yes... It looks and acts old-school. (It is true that my neighbor did kind of snicker when she saw it and even more when I told her how happy I was about my new Washer and Dryer) But I love this washer and dryer set. The clothes come out clean smelling and the towels are so fluffy! They look and feel like they have been actually washed. I know right? Imagine that! The clothes come out of the dryer warm and mostly wrinkle free. I can put in as many clothes in this machine as my old LG Front loader with no problem.  I have washed 16 loads of wash in 4 days. I have washed everything from white towels to washable delicate silk and even pantyhose.... Every load - Perfect every time! AND you might want to sit down for this... It takes 50 minutes to wash AND dry a load of laundry. Yep this working mom is very happy about that.  GOODBYE crappy - beat the heck out of the my clothes LG Front loader... Goodbye Forever - we are never never ever getting back together..... P.S. ... As far as the water savings... are you kidding? one load being washed five times only to be sent to a full bathtub doesn't look like any kind of savings to me.vings... are you kidding? one load being washed five times only to be sent to a full bathtub doesn't look like any kind of savings to me.,Product Quality
224,Amazing as always.,Product Quality
